coin,Brain,human_readable_time,timeframe,win_rate_percentage_per_day,number_of_trades_per_day,average_percentage_per_trade,cumulative_percentage_per_day,win_rate_percentage_per_year_or_two_or_three
LTC,bbrsi,2020-05-31 12:45:00,5m,33.3,3,-1.25,-3.74,
LTC,bbrsi,2020-06-01 12:45:00,5m,,0,0.00,0.00,
LTC,bbrsi,2020-06-02 12:45:00,5m,,2,0.63,1.26,
LTC,bbrsi,2020-06-03 12:45:00,5m,75.0,4,-0.13,-0.51,
LTC,bbrsi,2020-06-04 12:45:00,5m,,3,0.34,1.02,
LTC,bbrsi,2020-06-05 12:45:00,5m,50.0,2,-0.11,-0.21,
LTC,bbrsi,2020-06-06 12:45:00,5m,66.7,3,-0.26,-0.79,
LTC,bbrsi,2020-06-07 12:45:00,5m,,1,0.57,0.57,
LTC,bbrsi,2020-06-08 12:45:00,5m,50.0,2,-0.00,-0.01,
LTC,bbrsi,2020-06-09 12:45:00,5m,,1,0.06,0.06,
LTC,bbrsi,2020-06-10 12:45:00,5m,50.0,2,-0.03,-0.06,
LTC,bbrsi,2020-06-11 12:45:00,5m,66.7,3,-0.83,-2.48,
LTC,bbrsi,2020-06-12 12:45:00,5m,,4,0.13,0.50,
LTC,bbrsi,2020-06-13 12:45:00,5m,66.7,3,-0.02,-0.06,
LTC,bbrsi,2020-06-14 12:45:00,5m,,2,-2.19,-4.38,
LTC,bbrsi,2020-06-15 12:45:00,5m,,4,0.21,0.84,
LTC,bbrsi,2020-06-16 12:45:00,5m,75.0,4,0.01,0.05,
LTC,bbrsi,2020-06-17 12:45:00,5m,,2,0.08,0.17,
LTC,bbrsi,2020-06-18 12:45:00,5m,,1,-0.79,-0.79,
LTC,bbrsi,2020-06-19 12:45:00,5m,,1,-1.60,-1.60,
LTC,bbrsi,2020-06-20 12:45:00,5m,50.0,2,-0.44,-0.87,
LTC,bbrsi,2020-06-21 12:45:00,5m,,4,0.06,0.26,
LTC,bbrsi,2020-06-22 12:45:00,5m,,2,0.24,0.49,
LTC,bbrsi,2020-06-23 12:45:00,5m,,2,0.17,0.35,
LTC,bbrsi,2020-06-24 12:45:00,5m,,1,-0.64,-0.64,
LTC,bbrsi,2020-06-25 12:45:00,5m,,4,0.32,1.26,
LTC,bbrsi,2020-06-26 12:45:00,5m,66.7,3,-0.25,-0.76,
LTC,bbrsi,2020-06-27 12:45:00,5m,75.0,4,-0.39,-1.57,
LTC,bbrsi,2020-06-28 16:15:00,5m,,1,-1.42,-1.42,
LTC,bbrsi,2020-06-29 16:15:00,5m,50.0,2,-0.07,-0.14,
LTC,bbrsi,2020-06-30 16:15:00,5m,,3,0.38,1.14,
LTC,bbrsi,2020-07-01 16:15:00,5m,,3,0.15,0.45,
LTC,bbrsi,2020-07-02 16:15:00,5m,,4,0.27,1.10,
LTC,bbrsi,2020-07-03 16:15:00,5m,,3,0.03,0.10,
LTC,bbrsi,2020-07-04 16:15:00,5m,50.0,2,-0.37,-0.74,
LTC,bbrsi,2020-07-05 16:15:00,5m,,2,0.08,0.15,
LTC,bbrsi,2020-07-06 16:15:00,5m,,2,0.17,0.33,
LTC,bbrsi,2020-07-07 16:15:00,5m,,3,0.22,0.67,
LTC,bbrsi,2020-07-08 16:15:00,5m,,4,0.20,0.81,
LTC,bbrsi,2020-07-09 16:15:00,5m,75.0,4,0.09,0.35,
LTC,bbrsi,2020-07-10 16:15:00,5m,66.7,3,-0.13,-0.39,
LTC,bbrsi,2020-07-11 16:15:00,5m,75.0,4,-0.04,-0.18,
LTC,bbrsi,2020-07-12 16:15:00,5m,,1,-0.38,-0.38,
LTC,bbrsi,2020-07-13 16:15:00,5m,50.0,4,-0.73,-2.91,
LTC,bbrsi,2020-07-14 16:15:00,5m,50.0,2,-0.35,-0.70,
LTC,bbrsi,2020-07-15 16:15:00,5m,80.0,5,-0.55,-2.74,
LTC,bbrsi,2020-07-16 16:15:00,5m,,3,0.15,0.45,
LTC,bbrsi,2020-07-17 16:15:00,5m,,2,0.05,0.10,
LTC,bbrsi,2020-07-18 16:15:00,5m,66.7,3,-0.31,-0.93,
LTC,bbrsi,2020-07-19 16:15:00,5m,,3,0.08,0.25,
LTC,bbrsi,2020-07-20 16:15:00,5m,,2,0.42,0.84,
LTC,bbrsi,2020-07-21 16:15:00,5m,,1,0.03,0.03,
LTC,bbrsi,2020-07-22 16:15:00,5m,50.0,2,-0.07,-0.15,
LTC,bbrsi,2020-07-23 16:15:00,5m,50.0,2,-0.83,-1.67,
LTC,bbrsi,2020-07-24 16:15:00,5m,,3,0.28,0.83,
LTC,bbrsi,2020-07-25 16:15:00,5m,50.0,2,-0.48,-0.96,
LTC,bbrsi,2020-07-26 16:15:00,5m,,3,0.21,0.62,
LTC,bbrsi,2020-07-27 16:15:00,5m,,4,1.23,4.92,
LTC,bbrsi,2020-07-28 16:15:00,5m,66.7,3,-0.11,-0.32,
LTC,bbrsi,2020-07-29 16:15:00,5m,,1,0.25,0.25,
LTC,bbrsi,2020-07-30 16:15:00,5m,,1,0.63,0.63,
LTC,bbrsi,2020-07-31 16:15:00,5m,50.0,2,-0.27,-0.54,
LTC,bbrsi,2020-08-01 16:15:00,5m,75.0,4,-0.05,-0.21,
LTC,bbrsi,2020-08-02 16:15:00,5m,,3,0.57,1.72,
LTC,bbrsi,2020-08-03 16:15:00,5m,66.7,3,0.54,1.62,
LTC,bbrsi,2020-08-04 16:15:00,5m,,3,0.33,0.99,
LTC,bbrsi,2020-08-05 16:15:00,5m,,2,0.09,0.18,
LTC,bbrsi,2020-08-06 16:15:00,5m,75.0,4,-0.09,-0.35,
LTC,bbrsi,2020-08-07 16:15:00,5m,60.0,5,-0.50,-2.52,
LTC,bbrsi,2020-08-08 16:15:00,5m,80.0,5,0.09,0.45,
LTC,bbrsi,2020-08-09 16:15:00,5m,,2,0.37,0.74,
LTC,bbrsi,2020-08-10 16:15:00,5m,33.3,3,-1.27,-3.82,
LTC,bbrsi,2020-08-11 16:15:00,5m,66.7,6,-0.66,-3.93,
LTC,bbrsi,2020-08-12 16:15:00,5m,75.0,4,-0.29,-1.15,
LTC,bbrsi,2020-08-13 16:15:00,5m,,1,0.31,0.31,
LTC,bbrsi,2020-08-14 16:15:00,5m,50.0,2,0.00,0.00,
LTC,bbrsi,2020-08-15 16:15:00,5m,80.0,5,0.35,1.73,
LTC,bbrsi,2020-08-16 16:15:00,5m,,3,1.08,3.23,
LTC,bbrsi,2020-08-17 16:15:00,5m,75.0,4,-0.41,-1.64,
LTC,bbrsi,2020-08-18 16:15:00,5m,50.0,4,-0.93,-3.74,
LTC,bbrsi,2020-08-19 16:15:00,5m,,4,0.77,3.08,
LTC,bbrsi,2020-08-20 16:15:00,5m,75.0,4,0.06,0.22,
LTC,bbrsi,2020-08-21 16:15:00,5m,80.0,5,0.09,0.47,
LTC,bbrsi,2020-08-22 16:15:00,5m,66.7,3,-0.46,-1.39,
LTC,bbrsi,2020-08-23 16:15:00,5m,,2,0.30,0.60,
LTC,bbrsi,2020-08-24 16:15:00,5m,66.7,3,-0.38,-1.14,
LTC,bbrsi,2020-08-25 16:15:00,5m,,3,0.73,2.18,
LTC,bbrsi,2020-08-26 16:15:00,5m,,4,0.16,0.65,
LTC,bbrsi,2020-08-27 16:15:00,5m,50.0,2,-1.62,-3.24,
LTC,bbrsi,2020-08-28 16:15:00,5m,,3,0.17,0.52,
LTC,bbrsi,2020-08-29 16:15:00,5m,,2,0.23,0.46,
LTC,bbrsi,2020-08-30 16:15:00,5m,,1,-1.92,-1.92,
LTC,bbrsi,2020-08-31 16:15:00,5m,66.7,3,-0.29,-0.88,
LTC,bbrsi,2020-09-01 16:15:00,5m,33.3,3,-1.50,-4.50,
LTC,bbrsi,2020-09-02 16:15:00,5m,66.7,6,-0.69,-4.15,
LTC,bbrsi,2020-09-03 16:15:00,5m,66.7,3,-0.25,-0.76,
LTC,bbrsi,2020-09-04 16:15:00,5m,66.7,3,-0.42,-1.25,
LTC,bbrsi,2020-09-05 16:15:00,5m,60.0,5,0.01,0.06,
LTC,bbrsi,2020-09-06 16:15:00,5m,66.7,3,-0.52,-1.55,
LTC,bbrsi,2020-09-07 16:15:00,5m,75.0,4,-0.00,-0.02,
LTC,bbrsi,2020-09-08 16:15:00,5m,,4,0.97,3.90,
LTC,bbrsi,2020-09-09 16:15:00,5m,,2,0.33,0.65,
LTC,bbrsi,2020-09-10 16:15:00,5m,,3,0.49,1.47,
LTC,bbrsi,2020-09-11 16:15:00,5m,50.0,2,-0.27,-0.54,
LTC,bbrsi,2020-09-12 16:15:00,5m,60.0,5,-0.74,-3.70,
LTC,bbrsi,2020-09-13 16:15:00,5m,,4,0.47,1.86,
LTC,bbrsi,2020-09-14 16:15:00,5m,75.0,4,0.09,0.34,
LTC,bbrsi,2020-09-15 16:15:00,5m,66.7,3,-0.17,-0.52,
LTC,bbrsi,2020-09-16 16:15:00,5m,50.0,2,-0.01,-0.02,
LTC,bbrsi,2020-09-17 16:15:00,5m,,1,-1.06,-1.06,
LTC,bbrsi,2020-09-18 16:15:00,5m,,2,0.34,0.69,
LTC,bbrsi,2020-09-19 16:15:00,5m,50.0,2,-1.69,-3.38,
LTC,bbrsi,2020-09-20 16:15:00,5m,,2,0.38,0.76,
LTC,bbrsi,2020-09-21 16:15:00,5m,,4,0.59,2.36,
LTC,bbrsi,2020-09-22 16:15:00,5m,,2,0.07,0.14,
LTC,bbrsi,2020-09-23 16:15:00,5m,80.0,5,-0.51,-2.56,
LTC,bbrsi,2020-09-24 16:15:00,5m,,2,0.12,0.25,
LTC,bbrsi,2020-09-25 16:15:00,5m,50.0,2,-0.19,-0.38,
LTC,bbrsi,2020-09-26 16:15:00,5m,66.7,3,-1.06,-3.19,
LTC,bbrsi,2020-09-27 16:15:00,5m,,3,0.66,1.98,
LTC,bbrsi,2020-09-28 16:15:00,5m,,1,-1.94,-1.94,
LTC,bbrsi,2020-09-29 16:15:00,5m,,4,0.31,1.26,
LTC,bbrsi,2020-09-30 16:15:00,5m,,2,0.08,0.16,
LTC,bbrsi,2020-10-01 16:15:00,5m,66.7,3,-0.88,-2.65,
LTC,bbrsi,2020-10-02 16:15:00,5m,66.7,3,0.13,0.40,
LTC,bbrsi,2020-10-03 16:15:00,5m,,3,0.18,0.53,
LTC,bbrsi,2020-10-04 16:15:00,5m,,4,0.18,0.73,
LTC,bbrsi,2020-10-05 16:15:00,5m,,2,0.17,0.33,
LTC,bbrsi,2020-10-06 16:15:00,5m,50.0,2,-1.57,-3.14,
LTC,bbrsi,2020-10-07 16:15:00,5m,,1,0.08,0.08,
LTC,bbrsi,2020-10-08 16:15:00,5m,,2,0.18,0.36,
LTC,bbrsi,2020-10-09 16:15:00,5m,,2,0.09,0.19,
LTC,bbrsi,2020-10-10 16:15:00,5m,,5,0.25,1.24,
LTC,bbrsi,2020-10-11 16:15:00,5m,,1,0.06,0.06,
LTC,bbrsi,2020-10-12 16:15:00,5m,50.0,2,-0.40,-0.80,
LTC,bbrsi,2020-10-13 16:15:00,5m,,3,0.48,1.44,
LTC,bbrsi,2020-10-14 16:15:00,5m,,3,0.21,0.63,
LTC,bbrsi,2020-10-15 16:15:00,5m,,4,0.63,2.53,
LTC,bbrsi,2020-10-16 16:15:00,5m,50.0,2,-0.45,-0.90,
LTC,bbrsi,2020-10-17 16:15:00,5m,50.0,2,-0.01,-0.02,
LTC,bbrsi,2020-10-18 16:15:00,5m,,2,0.11,0.21,
LTC,bbrsi,2020-10-19 16:15:00,5m,66.7,3,0.09,0.28,
LTC,bbrsi,2020-10-20 16:15:00,5m,,1,0.08,0.08,
LTC,bbrsi,2020-10-21 16:15:00,5m,,0,0.00,0.00,
LTC,bbrsi,2020-10-22 16:15:00,5m,,3,0.73,2.20,
LTC,bbrsi,2020-10-23 16:15:00,5m,,3,0.88,2.64,
LTC,bbrsi,2020-10-24 16:15:00,5m,,3,0.45,1.34,
LTC,bbrsi,2020-10-25 15:15:00,5m,,3,0.11,0.33,
LTC,bbrsi,2020-10-26 15:15:00,5m,,3,0.27,0.80,
LTC,bbrsi,2020-10-27 15:15:00,5m,,4,1.02,4.08,
LTC,bbrsi,2020-10-28 15:15:00,5m,75.0,4,-0.43,-1.70,
LTC,bbrsi,2020-10-29 15:15:00,5m,33.3,3,-1.38,-4.15,
LTC,bbrsi,2020-10-30 15:15:00,5m,,5,0.51,2.54,
LTC,bbrsi,2020-10-31 15:15:00,5m,,3,0.17,0.50,
LTC,bbrsi,2020-11-01 15:15:00,5m,50.0,4,-0.96,-3.84,
LTC,bbrsi,2020-11-02 15:15:00,5m,83.3,6,-0.22,-1.31,
LTC,bbrsi,2020-11-03 15:15:00,5m,66.7,3,-0.29,-0.86,
LTC,bbrsi,2020-11-04 15:15:00,5m,,1,1.08,1.08,
LTC,bbrsi,2020-11-05 15:15:00,5m,,1,0.39,0.39,
LTC,bbrsi,2020-11-06 15:15:00,5m,,4,0.89,3.55,
LTC,bbrsi,2020-11-07 15:15:00,5m,66.7,3,-0.68,-2.05,
LTC,bbrsi,2020-11-08 15:15:00,5m,66.7,3,0.07,0.21,
LTC,bbrsi,2020-11-09 15:15:00,5m,,4,0.32,1.29,
LTC,bbrsi,2020-11-10 15:15:00,5m,80.0,5,0.43,2.14,
LTC,bbrsi,2020-11-11 15:15:00,5m,,3,0.86,2.59,
LTC,bbrsi,2020-11-12 15:15:00,5m,,2,0.96,1.92,
LTC,bbrsi,2020-11-13 15:15:00,5m,,4,0.66,2.65,
LTC,bbrsi,2020-11-14 15:15:00,5m,66.7,3,-0.03,-0.08,
LTC,bbrsi,2020-11-15 15:15:00,5m,,3,0.80,2.39,
LTC,bbrsi,2020-11-16 15:15:00,5m,,1,1.45,1.45,
LTC,bbrsi,2020-11-17 15:15:00,5m,,1,0.34,0.34,
LTC,bbrsi,2020-11-18 15:15:00,5m,66.7,3,-0.38,-1.15,
LTC,bbrsi,2020-11-19 15:15:00,5m,,1,1.65,1.65,
LTC,bbrsi,2020-11-20 15:15:00,5m,,2,0.75,1.50,
LTC,bbrsi,2020-11-21 15:15:00,5m,60.0,5,-0.97,-4.83,
LTC,bbrsi,2020-11-22 15:15:00,5m,66.7,3,-0.13,-0.38,
LTC,bbrsi,2020-11-23 15:15:00,5m,,3,1.17,3.52,
LTC,bbrsi,2020-11-24 15:15:00,5m,75.0,4,-0.32,-1.30,
LTC,bbrsi,2020-11-25 15:15:00,5m,16.7,6,-2.71,-16.24,
LTC,bbrsi,2020-11-26 15:15:00,5m,75.0,4,0.82,3.28,
LTC,bbrsi,2020-11-27 15:15:00,5m,,2,0.76,1.52,
LTC,bbrsi,2020-11-28 15:15:00,5m,,4,0.66,2.65,
LTC,bbrsi,2020-11-29 15:15:00,5m,,2,0.64,1.28,
LTC,bbrsi,2020-11-30 16:15:00,5m,66.7,3,-0.47,-1.42,
LTC,bbrsi,2020-12-01 16:15:00,5m,50.0,4,-0.80,-3.21,
LTC,bbrsi,2020-12-02 16:15:00,5m,,0,0.00,0.00,
LTC,bbrsi,2020-12-03 16:15:00,5m,,3,0.44,1.33,
LTC,bbrsi,2020-12-04 16:15:00,5m,80.0,5,-0.13,-0.63,
LTC,bbrsi,2020-12-05 16:15:00,5m,83.3,6,-0.24,-1.44,
LTC,bbrsi,2020-12-06 16:15:00,5m,,4,0.67,2.67,
LTC,bbrsi,2020-12-07 16:15:00,5m,75.0,4,-0.54,-2.16,
LTC,bbrsi,2020-12-08 16:15:00,5m,60.0,5,-0.33,-1.63,
LTC,bbrsi,2020-12-09 16:15:00,5m,66.7,3,-0.87,-2.62,
LTC,bbrsi,2020-12-10 16:15:00,5m,66.7,3,-0.88,-2.63,
LTC,bbrsi,2020-12-11 16:15:00,5m,66.7,3,0.01,0.04,
LTC,bbrsi,2020-12-12 16:15:00,5m,50.0,2,0.05,0.10,
LTC,bbrsi,2020-12-13 16:15:00,5m,,3,0.60,1.81,
LTC,bbrsi,2020-12-14 16:15:00,5m,80.0,5,0.36,1.78,
LTC,bbrsi,2020-12-15 16:15:00,5m,,1,0.08,0.08,
LTC,bbrsi,2020-12-16 16:15:00,5m,,1,0.49,0.49,
LTC,bbrsi,2020-12-17 16:15:00,5m,40.0,5,-1.53,-7.67,
LTC,bbrsi,2020-12-18 16:15:00,5m,,4,1.01,4.02,
LTC,bbrsi,2020-12-19 16:15:00,5m,66.7,3,-0.85,-2.54,
LTC,bbrsi,2020-12-20 16:15:00,5m,57.1,7,-0.66,-4.65,
LTC,bbrsi,2020-12-21 20:05:00,5m,,2,1.37,2.74,
LTC,bbrsi,2020-12-22 20:05:00,5m,75.0,4,0.19,0.76,
LTC,bbrsi,2020-12-23 20:05:00,5m,66.7,3,1.05,3.16,
LTC,bbrsi,2020-12-24 20:05:00,5m,,2,1.07,2.14,
LTC,bbrsi,2020-12-25 21:05:00,5m,,5,1.40,6.98,
LTC,bbrsi,2020-12-26 21:05:00,5m,80.0,5,1.30,6.49,
LTC,bbrsi,2020-12-27 21:05:00,5m,,2,0.08,0.16,
LTC,bbrsi,2020-12-28 21:05:00,5m,66.7,6,-0.45,-2.67,
LTC,bbrsi,2020-12-29 21:05:00,5m,,2,0.78,1.57,
LTC,bbrsi,2020-12-30 21:05:00,5m,,3,1.33,4.00,
LTC,bbrsi,2020-12-31 21:05:00,5m,50.0,4,-0.60,-2.39,
LTC,bbrsi,2021-01-01 21:05:00,5m,,4,0.83,3.33,
LTC,bbrsi,2021-01-02 21:05:00,5m,,2,1.27,2.54,
LTC,bbrsi,2021-01-03 21:05:00,5m,66.7,3,0.66,1.99,
LTC,bbrsi,2021-01-04 21:05:00,5m,,4,1.49,5.97,
LTC,bbrsi,2021-01-05 21:05:00,5m,,2,0.73,1.47,
LTC,bbrsi,2021-01-06 21:05:00,5m,75.0,4,0.44,1.78,
LTC,bbrsi,2021-01-07 21:05:00,5m,80.0,5,2.14,10.69,
LTC,bbrsi,2021-01-08 21:05:00,5m,66.7,3,-0.24,-0.73,
LTC,bbrsi,2021-01-09 21:05:00,5m,40.0,5,-1.92,-9.62,
LTC,bbrsi,2021-01-10 21:05:00,5m,20.0,10,-2.38,-23.80,
LTC,bbrsi,2021-01-11 21:05:00,5m,50.0,4,-0.51,-2.05,
LTC,bbrsi,2021-01-12 21:05:00,5m,75.0,4,0.42,1.70,
LTC,bbrsi,2021-01-13 21:05:00,5m,,4,1.01,4.04,
LTC,bbrsi,2021-01-14 21:05:00,5m,66.7,6,-0.02,-0.10,
LTC,bbrsi,2021-01-15 21:05:00,5m,,2,0.83,1.65,
LTC,bbrsi,2021-01-16 21:05:00,5m,80.0,5,0.24,1.18,
LTC,bbrsi,2021-01-17 21:05:00,5m,,3,0.17,0.51,
LTC,bbrsi,2021-01-18 21:05:00,5m,,3,1.48,4.45,
LTC,bbrsi,2021-01-19 21:05:00,5m,40.0,5,-1.48,-7.39,
LTC,bbrsi,2021-01-20 21:05:00,5m,,2,1.39,2.77,
LTC,bbrsi,2021-01-21 21:05:00,5m,50.0,2,-1.39,-2.77,
LTC,bbrsi,2021-01-22 21:05:00,5m,,2,0.20,0.39,
LTC,bbrsi,2021-01-23 21:05:00,5m,,4,0.38,1.53,
LTC,bbrsi,2021-01-24 21:05:00,5m,50.0,2,0.21,0.42,
LTC,bbrsi,2021-01-25 21:05:00,5m,,4,0.71,2.83,
LTC,bbrsi,2021-01-26 21:05:00,5m,80.0,5,0.05,0.25,
LTC,bbrsi,2021-01-27 21:05:00,5m,,1,0.66,0.66,
LTC,bbrsi,2021-01-28 21:05:00,5m,50.0,2,-1.13,-2.26,
LTC,bbrsi,2021-01-29 21:05:00,5m,80.0,5,0.19,0.97,
LTC,bbrsi,2021-01-30 21:05:00,5m,66.7,3,0.06,0.17,
LTC,bbrsi,2021-01-31 21:05:00,5m,,2,0.59,1.18,
LTC,bbrsi,2021-02-01 21:05:00,5m,,2,1.51,3.03,
LTC,bbrsi,2021-02-02 21:05:00,5m,80.0,5,0.67,3.33,
LTC,bbrsi,2021-02-03 21:05:00,5m,,3,0.85,2.56,
LTC,bbrsi,2021-02-04 21:05:00,5m,50.0,2,-0.54,-1.07,
LTC,bbrsi,2021-02-05 21:05:00,5m,,2,1.13,2.26,
LTC,bbrsi,2021-02-06 21:05:00,5m,50.0,2,-1.28,-2.56,
LTC,bbrsi,2021-02-07 21:05:00,5m,,2,0.20,0.41,
LTC,bbrsi,2021-02-08 21:05:00,5m,,3,1.09,3.27,
LTC,bbrsi,2021-02-09 21:05:00,5m,50.0,4,-0.77,-3.06,
LTC,bbrsi,2021-02-10 21:05:00,5m,,3,0.52,1.56,
LTC,bbrsi,2021-02-11 22:20:00,5m,66.7,3,-0.72,-2.16,
LTC,bbrsi,2021-02-12 22:20:00,5m,50.0,2,-0.89,-1.79,
LTC,bbrsi,2021-02-13 22:20:00,5m,75.0,4,-0.36,-1.43,
LTC,bbrsi,2021-02-14 22:20:00,5m,75.0,4,0.98,3.91,
LTC,bbrsi,2021-02-15 22:20:00,5m,80.0,5,-0.20,-1.00,
LTC,bbrsi,2021-02-16 22:20:00,5m,,2,1.47,2.95,
LTC,bbrsi,2021-02-17 22:20:00,5m,,4,1.23,4.92,
LTC,bbrsi,2021-02-18 22:20:00,5m,,4,0.67,2.70,
LTC,bbrsi,2021-02-19 22:20:00,5m,50.0,4,-1.07,-4.28,
LTC,bbrsi,2021-02-20 22:20:00,5m,80.0,5,0.85,4.24,
LTC,bbrsi,2021-02-21 22:20:00,5m,33.3,3,-2.41,-7.22,
LTC,bbrsi,2021-02-22 22:20:00,5m,36.4,11,-0.68,-7.52,
LTC,bbrsi,2021-02-23 22:20:00,5m,75.0,4,0.32,1.27,
LTC,bbrsi,2021-02-24 22:20:00,5m,,4,1.10,4.41,
LTC,bbrsi,2021-02-25 22:20:00,5m,66.7,3,0.45,1.34,
LTC,bbrsi,2021-02-26 22:20:00,5m,,4,1.07,4.28,
LTC,bbrsi,2021-02-27 22:20:00,5m,40.0,5,-1.58,-7.88,
LTC,bbrsi,2021-02-28 22:20:00,5m,66.7,3,0.07,0.21,
LTC,bbrsi,2021-03-01 22:20:00,5m,66.7,3,-0.71,-2.13,
LTC,bbrsi,2021-03-02 22:20:00,5m,50.0,2,-0.74,-1.49,
LTC,bbrsi,2021-03-03 22:20:00,5m,83.3,6,0.50,2.98,
LTC,bbrsi,2021-03-04 22:20:00,5m,,3,1.19,3.56,
LTC,bbrsi,2021-03-05 22:20:00,5m,,3,0.32,0.97,
LTC,bbrsi,2021-03-06 23:50:00,5m,,5,0.55,2.73,
LTC,bbrsi,2021-03-07 23:50:00,5m,75.0,4,0.07,0.30,
LTC,bbrsi,2021-03-08 23:50:00,5m,,4,0.62,2.46,
LTC,bbrsi,2021-03-09 23:50:00,5m,80.0,5,0.12,0.62,
LTC,bbrsi,2021-03-10 23:50:00,5m,50.0,2,-1.48,-2.97,
LTC,bbrsi,2021-03-11 23:50:00,5m,,6,1.07,6.45,
LTC,bbrsi,2021-03-12 23:50:00,5m,,4,0.71,2.83,
LTC,bbrsi,2021-03-13 23:50:00,5m,50.0,2,-0.57,-1.13,
LTC,bbrsi,2021-03-14 23:50:00,5m,20.0,5,-1.95,-9.76,
LTC,bbrsi,2021-03-15 23:50:00,5m,,2,1.31,2.61,
LTC,bbrsi,2021-03-16 23:50:00,5m,,3,0.31,0.92,
LTC,bbrsi,2021-03-17 23:50:00,5m,50.0,2,-0.62,-1.24,
LTC,bbrsi,2021-03-18 23:50:00,5m,50.0,2,0.52,1.03,
LTC,bbrsi,2021-03-19 23:50:00,5m,,1,0.06,0.06,
LTC,bbrsi,2021-03-20 23:50:00,5m,80.0,5,0.26,1.31,
LTC,bbrsi,2021-03-21 23:50:00,5m,60.0,5,-0.35,-1.77,
LTC,bbrsi,2021-03-22 23:50:00,5m,,2,0.38,0.76,
LTC,bbrsi,2021-03-23 23:50:00,5m,75.0,4,-0.32,-1.29,
LTC,bbrsi,2021-03-24 23:50:00,5m,66.7,3,-0.77,-2.32,
LTC,bbrsi,2021-03-25 23:50:00,5m,,0,0.00,0.00,
LTC,bbrsi,2021-03-26 23:50:00,5m,,1,0.43,0.43,
LTC,bbrsi,2021-03-27 23:50:00,5m,,5,0.54,2.68,
LTC,bbrsi,2021-03-29 00:50:00,5m,,4,0.19,0.75,
LTC,bbrsi,2021-03-30 00:50:00,5m,,4,0.30,1.21,
LTC,bbrsi,2021-03-31 00:50:00,5m,,3,0.30,0.90,
LTC,bbrsi,2021-04-01 00:50:00,5m,,3,0.79,2.37,
LTC,bbrsi,2021-04-02 00:50:00,5m,,4,0.32,1.30,
LTC,bbrsi,2021-04-03 00:50:00,5m,40.0,5,-1.57,-7.83,
LTC,bbrsi,2021-04-04 00:50:00,5m,,4,0.51,2.06,
LTC,bbrsi,2021-04-05 00:50:00,5m,,1,0.44,0.44,
LTC,bbrsi,2021-04-06 00:50:00,5m,,3,1.56,4.68,
LTC,bbrsi,2021-04-07 00:50:00,5m,16.7,6,-2.73,-16.36,
LTC,bbrsi,2021-04-08 00:50:00,5m,,4,0.38,1.53,
LTC,bbrsi,2021-04-09 00:50:00,5m,66.7,3,-0.18,-0.54,
LTC,bbrsi,2021-04-10 00:50:00,5m,,2,1.08,2.16,
LTC,bbrsi,2021-04-11 00:50:00,5m,66.7,3,0.31,0.94,
LTC,bbrsi,2021-04-12 00:50:00,5m,,2,-1.97,-3.95,
